QX1410	IPR_accession	IPR_description	GO_ID	N2_orthologs
QX1410.29818	IPR008197	WAP-type 'four-disulfide core' domain	GO:0005576(InterPro)|GO:0030414(InterPro)	kal-1
QX1410.29818	IPR013783	Immunoglobulin-like fold	-	kal-1
QX1410.29818	IPR008197	WAP-type 'four-disulfide core' domain	GO:0005576(InterPro)|GO:0030414(InterPro)	kal-1
QX1410.29818	IPR036645	Elafin-like superfamily	-	kal-1
QX1410.29818	IPR013783	Immunoglobulin-like fold	-	kal-1
QX1410.29818	IPR042447	Anosmin-1	GO:0009986(PANTHER)|GO:0030182(PANTHER)	kal-1
QX1410.29818	IPR008197	WAP-type 'four-disulfide core' domain	GO:0005576(InterPro)|GO:0030414(InterPro)	kal-1
QX1410.29818	IPR013783	Immunoglobulin-like fold	-	kal-1
QX1410.29818	IPR003961	Fibronectin type III	GO:0005515(InterPro)	kal-1
QX1410.29818	IPR003961	Fibronectin type III	GO:0005515(InterPro)	kal-1
QX1410.29818	IPR003961	Fibronectin type III	GO:0005515(InterPro)	kal-1
QX1410.29818	IPR003961	Fibronectin type III	GO:0005515(InterPro)	kal-1
QX1410.29818	IPR003961	Fibronectin type III	GO:0005515(InterPro)	kal-1
QX1410.29818	IPR003961	Fibronectin type III	GO:0005515(InterPro)	kal-1
QX1410.29818	IPR036645	Elafin-like superfamily	-	kal-1
QX1410.32858	IPR000626	Ubiquitin-like domain	GO:0005515(InterPro)	NA
QX1410.32858	IPR000626	Ubiquitin-like domain	GO:0005515(InterPro)	NA
QX1410.32858	IPR050158	Ubiquitin and ubiquitin-like	-	NA
QX1410.32858	IPR029071	Ubiquitin-like domain superfamily	-	NA
QX1410.32858	IPR000626	Ubiquitin-like domain	GO:0005515(InterPro)	NA
QX1410.8823	IPR054518	Phosphatidylserine Lipase ABHD16, N-terminal domain	-	WBGene00018131
QX1410.8823	IPR000073	Alpha/beta hydrolase fold-1	-	WBGene00018131
QX1410.8823	IPR029058	Alpha/Beta hydrolase fold	-	WBGene00018131
QX1410.8823	IPR029058	Alpha/Beta hydrolase fold	-	WBGene00018131
QX1410.8823	-	-	GO:0004620(PANTHER)|GO:0006660(PANTHER)|GO:0012505(PANTHER)|GO:0047372(PANTHER)|GO:0052651(PANTHER)	WBGene00018131
QX1410.7450	IPR011990	Tetratricopeptide-like helical domain superfamily	GO:0005515(InterPro)	ttc-7
QX1410.7450	IPR011990	Tetratricopeptide-like helical domain superfamily	GO:0005515(InterPro)	ttc-7
QX1410.7450	IPR011990	Tetratricopeptide-like helical domain superfamily	GO:0005515(InterPro)	ttc-7
QX1410.7450	IPR051722	Endocytosis and PI4K-regulating protein	GO:0005886(PANTHER)|GO:0046854(PANTHER)|GO:0072659(PANTHER)	ttc-7
QX1410.7450	IPR019734	Tetratricopeptide repeat	GO:0005515(InterPro)	ttc-7
QX1410.7450	IPR019734	Tetratricopeptide repeat	GO:0005515(InterPro)	ttc-7
QX1410.7450	IPR019734	Tetratricopeptide repeat	GO:0005515(InterPro)	ttc-7
QX1410.7450	IPR019734	Tetratricopeptide repeat	GO:0005515(InterPro)	ttc-7
QX1410.7450	IPR019734	Tetratricopeptide repeat	GO:0005515(InterPro)	ttc-7
QX1410.7450	IPR045819	Tetratricopeptide repeat protein 7, N-terminal	-	ttc-7
QX1410.7450	IPR011990	Tetratricopeptide-like helical domain superfamily	GO:0005515(InterPro)	ttc-7
QX1410.7450	IPR011990	Tetratricopeptide-like helical domain superfamily	GO:0005515(InterPro)	ttc-7
QX1410.30194	IPR018935	RIO kinase, conserved site	GO:0004674(InterPro)|GO:0005524(InterPro)	riok-2
QX1410.30194	-	-	GO:0004672(PANTHER)|GO:0005634(PANTHER)|GO:0005829(PANTHER)|GO:0030490(PANTHER)|GO:0030688(PANTHER)	riok-2
QX1410.30194	IPR036388	Winged helix-like DNA-binding domain superfamily	-	riok-2
QX1410.30194	IPR000687	RIO kinase	GO:0004674(InterPro)|GO:0005524(InterPro)	riok-2
QX1410.30194	IPR011009	Protein kinase-like domain superfamily	-	riok-2
QX1410.30194	IPR018934	RIO-type domain	GO:0003824(InterPro)|GO:0005524(InterPro)	riok-2
QX1410.30194	IPR036390	Winged helix DNA-binding domain superfamily	-	riok-2
QX1410.30194	IPR030484	Serine/threonine-protein kinase Rio2	GO:0004672(InterPro)	riok-2
QX1410.30194	IPR015285	RIO2 kinase winged helix domain, N-terminal	GO:0004674(InterPro)|GO:0005524(InterPro)|GO:0006468(InterPro)	riok-2
QX1410.44378	IPR027417	P-loop containing nucleoside triphosphate hydrolase	-	gpa-4
QX1410.44378	IPR001408	G-protein alpha subunit, group I	GO:0003924(InterPro)|GO:0005525(InterPro)|GO:0007186(InterPro)|GO:0007188(InterPro)|GO:0031683(InterPro)	gpa-4
QX1410.44378	IPR001408	G-protein alpha subunit, group I	GO:0003924(InterPro)|GO:0005525(InterPro)|GO:0007186(InterPro)|GO:0007188(InterPro)|GO:0031683(InterPro)	gpa-4
QX1410.44378	IPR001408	G-protein alpha subunit, group I	GO:0003924(InterPro)|GO:0005525(InterPro)|GO:0007186(InterPro)|GO:0007188(InterPro)|GO:0031683(InterPro)	gpa-4
QX1410.44378	IPR001408	G-protein alpha subunit, group I	GO:0003924(InterPro)|GO:0005525(InterPro)|GO:0007186(InterPro)|GO:0007188(InterPro)|GO:0031683(InterPro)	gpa-4
QX1410.44378	IPR001408	G-protein alpha subunit, group I	GO:0003924(InterPro)|GO:0005525(InterPro)|GO:0007186(InterPro)|GO:0007188(InterPro)|GO:0031683(InterPro)	gpa-4
QX1410.44378	IPR001019	Guanine nucleotide binding protein (G-protein), alpha subunit	GO:0003924(InterPro)|GO:0007186(InterPro)|GO:0019001(InterPro)|GO:0031683(InterPro)	gpa-4
QX1410.44378	IPR001019	Guanine nucleotide binding protein (G-protein), alpha subunit	GO:0003924(InterPro)|GO:0007186(InterPro)|GO:0019001(InterPro)|GO:0031683(InterPro)	gpa-4
QX1410.44378	IPR001019	Guanine nucleotide binding protein (G-protein), alpha subunit	GO:0003924(InterPro)|GO:0007186(InterPro)|GO:0019001(InterPro)|GO:0031683(InterPro)	gpa-4
QX1410.44378	IPR001019	Guanine nucleotide binding protein (G-protein), alpha subunit	GO:0003924(InterPro)|GO:0007186(InterPro)|GO:0019001(InterPro)|GO:0031683(InterPro)	gpa-4
QX1410.44378	IPR001019	Guanine nucleotide binding protein (G-protein), alpha subunit	GO:0003924(InterPro)|GO:0007186(InterPro)|GO:0019001(InterPro)|GO:0031683(InterPro)	gpa-4
QX1410.44378	IPR001019	Guanine nucleotide binding protein (G-protein), alpha subunit	GO:0003924(InterPro)|GO:0007186(InterPro)|GO:0019001(InterPro)|GO:0031683(InterPro)	gpa-4
QX1410.44378	IPR001019	Guanine nucleotide binding protein (G-protein), alpha subunit	GO:0001664(PANTHER)|GO:0003924(PANTHER)|GO:0003924(InterPro)|GO:0005737(PANTHER)|GO:0005834(PANTHER)|GO:0007186(InterPro)|GO:0007188(PANTHER)|GO:0019001(InterPro)|GO:0031683(InterPro)|GO:0031683(PANTHER)	gpa-4
QX1410.44378	IPR011025	G protein alpha subunit, helical insertion	GO:0007165(InterPro)	gpa-4
QX1410.44378	IPR001019	Guanine nucleotide binding protein (G-protein), alpha subunit	GO:0003924(InterPro)|GO:0007186(InterPro)|GO:0019001(InterPro)|GO:0031683(InterPro)	gpa-4
QX1410.44378	IPR011025	G protein alpha subunit, helical insertion	GO:0007165(InterPro)	gpa-4
QX1410.44378	IPR027417	P-loop containing nucleoside triphosphate hydrolase	-	gpa-4
QX1410.44378	IPR001019	Guanine nucleotide binding protein (G-protein), alpha subunit	GO:0003924(InterPro)|GO:0007186(InterPro)|GO:0019001(InterPro)|GO:0031683(InterPro)	gpa-4
QX1410.44378	IPR001019	Guanine nucleotide binding protein (G-protein), alpha subunit	GO:0003924(InterPro)|GO:0007186(InterPro)|GO:0019001(InterPro)|GO:0031683(InterPro)	gpa-4
QX1410.26984	IPR036388	Winged helix-like DNA-binding domain superfamily	-	WBGene00012854
QX1410.35577	-	-	GO:0016514(PANTHER)|GO:0016922(PANTHER)|GO:0031492(PANTHER)|GO:0045892(PANTHER)	swsn-3
QX1410.35577	IPR009071	High mobility group box domain	-	swsn-3
QX1410.35577	IPR009071	High mobility group box domain	-	swsn-3
QX1410.35577	IPR036910	High mobility group box domain superfamily	-	swsn-3
QX1410.35577	IPR036910	High mobility group box domain superfamily	-	swsn-3
QX1410.35577	IPR009071	High mobility group box domain	-	swsn-3
QX1410.44132	IPR011042	Six-bladed beta-propeller, TolB-like	-	WBGene00019787, WBGene00022206
QX1410.13784	IPR027266	Aminomethyltransferase superfamily	GO:0005515(InterPro)	WBGene00009563
QX1410.13784	IPR045179	YgfZ/GcvT	GO:0005759(PANTHER)|GO:0016226(PANTHER)	WBGene00009563
QX1410.13784	IPR006222	Aminomethyltransferase, folate-binding domain	-	WBGene00009563
QX1410.13784	IPR017703	YgfZ/GCV conserved site	-	WBGene00009563
QX1410.8793	IPR026620	Transmembrane protein 177	GO:0016020(PANTHER)	WBGene00043060
QX1410.34246	IPR010796	B9-type C2 domain	-	mks-1
QX1410.34246	IPR010796	B9-type C2 domain	-	mks-1
QX1410.34246	IPR010796	B9-type C2 domain	GO:0036038(PANTHER)|GO:0060271(PANTHER)	mks-1
QX1410.3094	-	-	GO:0005886(PANTHER)|GO:0007186(PANTHER)|GO:0038022(PANTHER)|GO:0042048(PANTHER)	str-2
QX1410.3094	IPR019428	7TM GPCR, serpentine receptor class r (Str)	-	str-2
QX1410.42991	IPR013320	Concanavalin A-like lectin/glucanase domain superfamily	-	mam-2
QX1410.42991	IPR013320	Concanavalin A-like lectin/glucanase domain superfamily	-	mam-2
QX1410.42991	IPR000998	MAM domain	GO:0016020(InterPro)	mam-2
QX1410.42991	IPR000998	MAM domain	GO:0016020(InterPro)	mam-2
QX1410.42991	IPR013320	Concanavalin A-like lectin/glucanase domain superfamily	-	mam-2
QX1410.11257	IPR004827	Basic-leucine zipper domain	GO:0003700(InterPro)|GO:0006355(InterPro)	jun-1
QX1410.11257	IPR002112	Transcription factor Jun	GO:0003677(InterPro)|GO:0003700(InterPro)|GO:0006355(InterPro)	jun-1
QX1410.11257	IPR002112	Transcription factor Jun	GO:0003677(InterPro)|GO:0003700(InterPro)|GO:0006355(InterPro)	jun-1
QX1410.11257	IPR002112	Transcription factor Jun	GO:0003677(InterPro)|GO:0003700(InterPro)|GO:0006355(InterPro)	jun-1
QX1410.11257	IPR004827	Basic-leucine zipper domain	GO:0003700(InterPro)|GO:0006355(InterPro)	jun-1
QX1410.11257	IPR050946	AP-1 Transcription Factor bZIP	GO:0000978(PANTHER)|GO:0000981(PANTHER)|GO:0005667(PANTHER)|GO:0006357(PANTHER)|GO:0008134(PANTHER)|GO:0042127(PANTHER)|GO:0051726(PANTHER)	jun-1
QX1410.11257	IPR004827	Basic-leucine zipper domain	GO:0003700(InterPro)|GO:0006355(InterPro)	jun-1
QX1410.11257	IPR004827	Basic-leucine zipper domain	GO:0003700(InterPro)|GO:0006355(InterPro)	jun-1
QX1410.11257	IPR046347	Basic-leucine zipper domain superfamily	GO:0003700(InterPro)|GO:0006355(InterPro)	jun-1
QX1410.7870	IPR051852	Alpha-type Protein Kinase	GO:0004674(PANTHER)|GO:0004686(PANTHER)|GO:0031037(PANTHER)|GO:1903013(PANTHER)	efk-1
QX1410.7870	IPR011009	Protein kinase-like domain superfamily	-	efk-1
QX1410.7870	IPR047588	Eukaryotic elongation factor 2 kinase, alpha-kinase domain	GO:0004686(InterPro)	efk-1
QX1410.7870	IPR004166	Alpha-type protein kinase, alpha-kinase domain	GO:0004674(InterPro)|GO:0005524(InterPro)|GO:0006468(InterPro)	efk-1
QX1410.7870	IPR004166	Alpha-type protein kinase, alpha-kinase domain	GO:0004674(InterPro)|GO:0005524(InterPro)|GO:0006468(InterPro)	efk-1
QX1410.7870	IPR017400	Eukaryotic elongation factor 2 kinase	GO:0004686(InterPro)|GO:0005509(InterPro)|GO:0005516(InterPro)|GO:0006468(InterPro)	efk-1
QX1410.7870	IPR004166	Alpha-type protein kinase, alpha-kinase domain	GO:0004674(InterPro)|GO:0005524(InterPro)|GO:0006468(InterPro)	efk-1
QX1410.7870	IPR011990	Tetratricopeptide-like helical domain superfamily	GO:0005515(InterPro)	efk-1
QX1410.6875	IPR005331	Sulfotransferase	GO:0008146(InterPro)|GO:0016020(InterPro)	WBGene00008972
QX1410.6875	IPR007669	Carbohydrate sulfotransferase Chst-1-like	GO:0047756(InterPro)|GO:0050650(InterPro)|GO:1902884(InterPro)	WBGene00008972
QX1410.31779	IPR007125	Histone H2A/H2B/H3	GO:0003677(InterPro)	NA
QX1410.31779	IPR000164	Histone H3/CENP-A	GO:0000786(InterPro)|GO:0003677(InterPro)|GO:0030527(InterPro)	NA
QX1410.31779	IPR000164	Histone H3/CENP-A	GO:0000786(InterPro)|GO:0003677(InterPro)|GO:0030527(InterPro)	NA
QX1410.31779	IPR000164	Histone H3/CENP-A	GO:0000786(InterPro)|GO:0003677(InterPro)|GO:0030527(InterPro)	NA
QX1410.31779	IPR000164	Histone H3/CENP-A	GO:0000786(InterPro)|GO:0003677(InterPro)|GO:0030527(InterPro)	NA
QX1410.31779	IPR009072	Histone-fold	GO:0046982(InterPro)	NA
QX1410.31779	IPR000164	Histone H3/CENP-A	GO:0000786(InterPro)|GO:0003677(InterPro)|GO:0030527(InterPro)	NA
QX1410.31779	IPR000164	Histone H3/CENP-A	GO:0000786(InterPro)|GO:0003677(InterPro)|GO:0030527(InterPro)	NA
QX1410.31779	IPR009072	Histone-fold	GO:0046982(InterPro)	NA
QX1410.25167	IPR030672	Adenylate cyclase	GO:0004016(InterPro)|GO:0005886(InterPro)|GO:0006171(InterPro)	acy-4
QX1410.25167	IPR032628	Adenylate cyclase, N-terminal	-	acy-4
QX1410.25167	IPR001054	Adenylyl cyclase class-3/4/guanylyl cyclase	GO:0009190(InterPro)|GO:0035556(InterPro)	acy-4
QX1410.25167	IPR001054	Adenylyl cyclase class-3/4/guanylyl cyclase	GO:0009190(InterPro)|GO:0035556(InterPro)	acy-4
QX1410.25167	IPR001054	Adenylyl cyclase class-3/4/guanylyl cyclase	GO:0009190(InterPro)|GO:0035556(InterPro)	acy-4
QX1410.25167	IPR001054	Adenylyl cyclase class-3/4/guanylyl cyclase	GO:0009190(InterPro)|GO:0035556(InterPro)	acy-4
QX1410.25167	IPR001054	Adenylyl cyclase class-3/4/guanylyl cyclase	GO:0009190(InterPro)|GO:0035556(InterPro)	acy-4
QX1410.25167	IPR018297	Adenylyl cyclase class-4/guanylyl cyclase, conserved site	GO:0009190(InterPro)|GO:0016849(InterPro)|GO:0035556(InterPro)	acy-4
QX1410.25167	IPR029787	Nucleotide cyclase	-	acy-4
QX1410.25167	IPR029787	Nucleotide cyclase	-	acy-4
QX1410.25167	IPR029787	Nucleotide cyclase	-	acy-4
QX1410.25167	IPR001054	Adenylyl cyclase class-3/4/guanylyl cyclase	GO:0009190(InterPro)|GO:0035556(InterPro)	acy-4
QX1410.25167	-	-	GO:0004016(PANTHER)|GO:0005886(PANTHER)|GO:0007189(PANTHER)	acy-4
QX1410.25167	IPR029787	Nucleotide cyclase	-	acy-4
QX1410.25167	IPR001054	Adenylyl cyclase class-3/4/guanylyl cyclase	GO:0009190(InterPro)|GO:0035556(InterPro)	acy-4
QX1410.25167	IPR018297	Adenylyl cyclase class-4/guanylyl cyclase, conserved site	GO:0009190(InterPro)|GO:0016849(InterPro)|GO:0035556(InterPro)	acy-4
QX1410.25167	IPR001054	Adenylyl cyclase class-3/4/guanylyl cyclase	GO:0009190(InterPro)|GO:0035556(InterPro)	acy-4
QX1410.7754	IPR035921	F/V-ATP synthase subunit C superfamily	-	WBGene00022336
QX1410.7754	IPR000454	ATP synthase, F0 complex, subunit C	GO:0000276(PANTHER)|GO:0015078(InterPro)|GO:0015986(InterPro)|GO:0015986(PANTHER)|GO:0045259(InterPro)|GO:0045263(PANTHER)	WBGene00022336
QX1410.7754	IPR000454	ATP synthase, F0 complex, subunit C	GO:0015078(InterPro)|GO:0015986(InterPro)|GO:0045259(InterPro)	WBGene00022336
QX1410.7754	IPR000454	ATP synthase, F0 complex, subunit C	GO:0015078(InterPro)|GO:0015986(InterPro)|GO:0045259(InterPro)	WBGene00022336
QX1410.7754	IPR000454	ATP synthase, F0 complex, subunit C	GO:0015078(InterPro)|GO:0015986(InterPro)|GO:0045259(InterPro)	WBGene00022336
QX1410.7754	IPR002379	V-ATPase proteolipid subunit C-like domain	GO:0015078(InterPro)|GO:0033177(InterPro)|GO:1902600(InterPro)	WBGene00022336
QX1410.7754	IPR020537	ATP synthase, F0 complex, subunit C, DCCD-binding site	-	WBGene00022336
QX1410.7754	IPR038662	F1F0 ATP synthase subunit C superfamily	-	WBGene00022336
QX1410.7754	IPR000454	ATP synthase, F0 complex, subunit C	GO:0015078(InterPro)|GO:0015986(InterPro)|GO:0045259(InterPro)	WBGene00022336
QX1410.28603	IPR020845	AMP-binding, conserved site	-	WBGene00016324
QX1410.28603	IPR042099	ANL, N-terminal domain	-	WBGene00016324
QX1410.28603	-	-	GO:0016405(PANTHER)	WBGene00016324
QX1410.28603	IPR000873	AMP-dependent synthetase/ligase domain	-	WBGene00016324
QX1410.28603	IPR025110	AMP-binding enzyme, C-terminal domain	-	WBGene00016324
QX1410.28603	IPR045851	AMP-binding enzyme, C-terminal domain superfamily	-	WBGene00016324
QX1410.30376	IPR027417	P-loop containing nucleoside triphosphate hydrolase	-	eral-1
QX1410.30376	IPR030388	Era-type guanine nucleotide-binding (G) domain	GO:0005525(InterPro)	eral-1
QX1410.30376	IPR015946	K homology domain-like, alpha/beta	-	eral-1
QX1410.30376	IPR006073	GTP binding domain	GO:0005525(InterPro)	eral-1
QX1410.30376	IPR027417	P-loop containing nucleoside triphosphate hydrolase	-	eral-1
QX1410.30376	IPR009019	K homology domain superfamily, prokaryotic type	GO:0003723(InterPro)	eral-1
QX1410.30376	IPR030388	Era-type guanine nucleotide-binding (G) domain	GO:0005525(InterPro)	eral-1
QX1410.30376	IPR005662	GTPase Era-like	GO:0000028(PANTHER)|GO:0003723(InterPro)|GO:0005525(InterPro)|GO:0005759(PANTHER)|GO:0019843(PANTHER)|GO:0043024(PANTHER)	eral-1
QX1410.6533	IPR050271	UDP-glycosyltransferase	GO:0008194(PANTHER)	ugt-54
QX1410.6533	IPR002213	UDP-glucuronosyl/UDP-glucosyltransferase	GO:0008194(InterPro)	ugt-54
QX1410.6533	IPR002213	UDP-glucuronosyl/UDP-glucosyltransferase	GO:0008194(InterPro)	ugt-54
QX1410.17754	IPR013087	Zinc finger C2H2-type	-	NA
QX1410.17754	IPR013087	Zinc finger C2H2-type	-	NA
QX1410.17754	IPR013087	Zinc finger C2H2-type	-	NA
QX1410.17754	IPR013087	Zinc finger C2H2-type	-	NA
QX1410.17754	IPR013087	Zinc finger C2H2-type	-	NA
QX1410.17754	IPR013087	Zinc finger C2H2-type	-	NA
QX1410.17754	IPR036236	Zinc finger C2H2 superfamily	-	NA
QX1410.17754	IPR013087	Zinc finger C2H2-type	-	NA
QX1410.17754	IPR013087	Zinc finger C2H2-type	-	NA
QX1410.17754	IPR013087	Zinc finger C2H2-type	-	NA
QX1410.17754	-	-	GO:0000977(PANTHER)|GO:0000981(PANTHER)|GO:0005634(PANTHER)|GO:0006357(PANTHER)	NA
QX1410.41278	IPR036291	NAD(P)-binding domain superfamily	-	NA
QX1410.41278	IPR002347	Short-chain dehydrogenase/reductase SDR	-	NA
QX1410.30145	IPR036322	WD40-repeat-containing domain superfamily	GO:0005515(InterPro)	WBGene00010582
QX1410.30145	IPR015943	WD40/YVTN repeat-like-containing domain superfamily	GO:0005515(InterPro)	WBGene00010582
QX1410.30145	IPR046351	U3 small nucleolar RNA-associated protein 4	GO:0000462(PANTHER)|GO:0000462(InterPro)|GO:0003723(PANTHER)|GO:0030686(InterPro)|GO:0030686(PANTHER)|GO:0032040(PANTHER)|GO:0034455(PANTHER)	WBGene00010582
QX1410.30145	IPR015943	WD40/YVTN repeat-like-containing domain superfamily	GO:0005515(InterPro)	WBGene00010582
QX1410.30145	IPR036322	WD40-repeat-containing domain superfamily	GO:0005515(InterPro)	WBGene00010582
QX1410.32265	IPR012674	Calycin	-	WBGene00017142
QX1410.4589	IPR019425	7TM GPCR, serpentine receptor class t (Srt)	-	srt-50
QX1410.4589	IPR019425	7TM GPCR, serpentine receptor class t (Srt)	-	srt-50
QX1410.2177	IPR006642	Rad18, zinc finger UBZ4-type	GO:0003677(InterPro)|GO:0006281(InterPro)	dvc-1
QX1410.2177	IPR006640	SprT-like	-	dvc-1
QX1410.2177	IPR044245	SprT-like domain-containing protein Spartan	GO:0003697(InterPro)|GO:0004222(InterPro)|GO:0005634(PANTHER)|GO:0006974(InterPro)|GO:0006974(PANTHER)|GO:0031593(PANTHER)	dvc-1
QX1410.2177	IPR055220	Spartan-like, zinc binding domain	-	dvc-1
QX1410.2177	IPR006640	SprT-like	-	dvc-1
QX1410.2177	IPR006642	Rad18, zinc finger UBZ4-type	GO:0003677(InterPro)|GO:0006281(InterPro)	dvc-1
QX1410.25215	IPR011945	Predicted HAD-superfamily phosphatase, subfamily IA/Epoxide hydrolase, N-terminal	-	WBGene00015423
QX1410.25215	IPR052898	Acyl-CoA dehydrogenase 10-like	-	WBGene00015423
QX1410.25215	IPR036412	HAD-like superfamily	-	WBGene00015423
QX1410.25215	IPR006439	HAD hydrolase, subfamily IA	-	WBGene00015423
QX1410.25215	IPR006439	HAD hydrolase, subfamily IA	-	WBGene00015423
QX1410.25215	IPR006439	HAD hydrolase, subfamily IA	-	WBGene00015423
QX1410.25215	IPR006439	HAD hydrolase, subfamily IA	-	WBGene00015423
QX1410.25215	IPR006439	HAD hydrolase, subfamily IA	-	WBGene00015423
QX1410.25215	IPR023214	HAD superfamily	-	WBGene00015423
QX1410.25215	IPR023198	Phosphoglycolate phosphatase-like, domain 2	-	WBGene00015423
QX1410.42119	IPR052665	Neuropeptide-activated GPCR	GO:0016020(PANTHER)	WBGene00016767
QX1410.42119	IPR007350	Transposase, Tc5, C-terminal	-	WBGene00016767
QX1410.42119	IPR019426	7TM GPCR, serpentine receptor class v (Srv)	-	WBGene00016767
QX1410.11101	IPR037120	Haem peroxidase domain superfamily, animal type	-	skpo-3
QX1410.11101	IPR010255	Haem peroxidase superfamily	GO:0004601(InterPro)|GO:0006979(InterPro)|GO:0020037(InterPro)	skpo-3
QX1410.11101	IPR003582	ShKT domain	-	skpo-3
QX1410.11101	-	-	GO:0004601(PANTHER)|GO:0005615(PANTHER)	skpo-3
QX1410.11101	IPR019791	Haem peroxidase, animal-type	-	skpo-3
QX1410.11101	IPR019791	Haem peroxidase, animal-type	-	skpo-3
QX1410.11101	IPR019791	Haem peroxidase, animal-type	-	skpo-3
QX1410.11101	IPR019791	Haem peroxidase, animal-type	-	skpo-3
QX1410.11101	IPR019791	Haem peroxidase, animal-type	-	skpo-3
QX1410.11101	IPR019791	Haem peroxidase, animal-type	-	skpo-3
QX1410.11101	IPR019791	Haem peroxidase, animal-type	-	skpo-3
QX1410.11101	IPR019791	Haem peroxidase, animal-type	-	skpo-3
QX1410.11101	IPR003582	ShKT domain	-	skpo-3
QX1410.11101	IPR003582	ShKT domain	-	skpo-3
QX1410.11101	IPR019791	Haem peroxidase, animal-type	-	skpo-3
QX1410.11101	IPR019791	Haem peroxidase, animal-type	-	skpo-3
QX1410.33068	IPR048703	Transposable element Tc3 transposase-like, DNA-binding HTH domain	-	plc-3
QX1410.33068	IPR009057	Homedomain-like superfamily	-	plc-3
QX1410.33068	IPR036397	Ribonuclease H superfamily	GO:0003676(InterPro)	plc-3
QX1410.33068	IPR038717	Tc1-like transposase, DDE domain	-	plc-3
QX1410.33068	IPR052338	Transposase_5	-	plc-3
QX1410.33068	IPR036388	Winged helix-like DNA-binding domain superfamily	-	plc-3
QX1410.33068	IPR025898	Tc3 transposase, DNA binding domain	GO:0003677(InterPro)	plc-3
QX1410.33068	IPR009057	Homedomain-like superfamily	-	plc-3
QX1410.2192	IPR000609	7TM GPCR, serpentine receptor class g (Srg)	GO:0004888(InterPro)|GO:0007606(InterPro)|GO:0016020(InterPro)	srg-41
QX1410.2192	IPR000609	7TM GPCR, serpentine receptor class g (Srg)	GO:0004888(InterPro)|GO:0007606(InterPro)|GO:0016020(InterPro)	srg-41
QX1410.2192	IPR000609	7TM GPCR, serpentine receptor class g (Srg)	GO:0004888(InterPro)|GO:0007606(InterPro)|GO:0016020(InterPro)	srg-41
QX1410.2192	IPR000609	7TM GPCR, serpentine receptor class g (Srg)	GO:0004888(InterPro)|GO:0007606(InterPro)|GO:0016020(InterPro)	srg-41
QX1410.2192	IPR000609	7TM GPCR, serpentine receptor class g (Srg)	GO:0004888(InterPro)|GO:0007606(InterPro)|GO:0016020(InterPro)	srg-41
QX1410.22818	IPR040094	Fatty acid-binding protein homologue 1/2/3/4	-	lbp-4
QX1410.22818	IPR012674	Calycin	-	lbp-4
QX1410.22818	IPR000463	Cytosolic fatty-acid binding	GO:0008289(InterPro)	lbp-4
QX1410.22818	IPR012674	Calycin	-	lbp-4
QX1410.22818	IPR000463	Cytosolic fatty-acid binding	GO:0008289(InterPro)	lbp-4
QX1410.22818	IPR000463	Cytosolic fatty-acid binding	GO:0008289(InterPro)	lbp-4
QX1410.22818	IPR000463	Cytosolic fatty-acid binding	GO:0008289(InterPro)	lbp-4
QX1410.27621	IPR007865	Aminopeptidase P, N-terminal	GO:0030145(InterPro)|GO:0070006(InterPro)	WBGene00019673
QX1410.27621	IPR036005	Creatinase/aminopeptidase-like	-	WBGene00019673
QX1410.27621	IPR001131	Peptidase M24B, X-Pro dipeptidase/aminopeptidase P, conserved site	-	WBGene00019673
QX1410.27621	IPR007865	Aminopeptidase P, N-terminal	GO:0030145(InterPro)|GO:0070006(InterPro)	WBGene00019673
QX1410.27621	IPR029149	Creatinase/Aminopeptidase P/Spt16, N-terminal	-	WBGene00019673
QX1410.27621	IPR029149	Creatinase/Aminopeptidase P/Spt16, N-terminal	-	WBGene00019673
QX1410.27621	IPR052433	Xaa-Pro dipeptidase-like	-	WBGene00019673
QX1410.27621	IPR000994	Peptidase M24	-	WBGene00019673
QX1410.27621	IPR036005	Creatinase/aminopeptidase-like	-	WBGene00019673
QX1410.30957	IPR036901	Aspartate/ornithine carbamoyltransferase superfamily	GO:0006520(InterPro)|GO:0016597(InterPro)|GO:0016743(InterPro)	pyr-1
QX1410.30957	IPR036914	Methylglyoxal synthase-like domain superfamily	-	pyr-1
QX1410.30957	IPR005479	Carbamoyl phosphate synthase, ATP-binding domain	GO:0005524(InterPro)	pyr-1
QX1410.30957	IPR006130	Aspartate/ornithine carbamoyltransferase	GO:0006520(InterPro)|GO:0016597(InterPro)|GO:0016743(InterPro)	pyr-1
QX1410.30957	IPR006130	Aspartate/ornithine carbamoyltransferase	GO:0006520(InterPro)|GO:0016597(InterPro)|GO:0016743(InterPro)	pyr-1
QX1410.30957	IPR006130	Aspartate/ornithine carbamoyltransferase	GO:0006520(InterPro)|GO:0016597(InterPro)|GO:0016743(InterPro)	pyr-1
QX1410.30957	IPR006130	Aspartate/ornithine carbamoyltransferase	GO:0006520(InterPro)|GO:0016597(InterPro)|GO:0016743(InterPro)	pyr-1
QX1410.30957	IPR032466	Metal-dependent hydrolase	-	pyr-1
QX1410.30957	IPR011607	Methylglyoxal synthase-like domain	-	pyr-1
QX1410.30957	IPR035686	Carbamoyl-phosphate synthase small subunit, GATase1 domain	-	pyr-1
QX1410.30957	IPR005479	Carbamoyl phosphate synthase, ATP-binding domain	GO:0005524(InterPro)	pyr-1
